type,start_time,ambient_temperature,battery_id,test_id,uid,filename,Capacity,Re,Rct
charge,[2008.      5.     19.     22.      8.     37.25],24,B0005,483,484,00484.csv,,,
discharge,[2.0080e+03 5.0000e+00 2.0000e+01 1.0000e+00 1.6000e+01 4.2609e+01],24,B0005,484,485,00485.csv,1.3698500035838939,,
impedance,[2.0080e+03 5.0000e+00 2.0000e+01 2.0000e+00 6.0000e+00 3.2234e+01],24,B0005,485,486,00486.csv,,0.05609876336075707,0.0751803131352498
charge,[2.0080e+03 5.0000e+00 2.0000e+01 2.0000e+00 3.8000e+01 3.5343e+01],24,B0005,486,487,00487.csv,,,
impedance,[2008    5   20    5   40    3],24,B0005,487,488,00488.csv,,0.053286381622558374,0.08156856568421471
discharge,[2008.       5.      20.       6.      12.       6.265],24,B0005,488,489,00489.csv,1.3647827949260758,,
impedance,[2.008e+03 5.000e+00 2.000e+01 7.000e+00 1.000e+00 4.739e+01],24,B0005,489,490,00490.csv,,0.05438777538615831,0.07604192318654494
charge,[2008.       5.      20.       7.      33.      50.828],24,B0005,490,491,00491.csv,,,
impedance,[2008.       5.      20.      10.      35.      19.875],24,B0005,491,492,00492.csv,,0.05293147474045376,0.08275693411495888
discharge,[2008.       5.      20.      11.       7.      23.453],24,B0005,492,493,00493.csv,1.3543220466259964,,
impedance,[2008.       5.      20.      11.      56.      55.343],24,B0005,493,494,00494.csv,,0.054476476622608364,0.07673140547029404
charge,[2008.       5.      20.      12.      28.      58.687],24,B0005,494,495,00495.csv,,,
impedance,[2008.       5.      20.      15.      25.      23.625],24,B0005,495,496,00496.csv,,0.05588929297745871,0.08226321054006082
discharge,[2008.       5.      20.      15.      57.      27.312],24,B0005,496,497,00497.csv,1.3546417018378962,,
impedance,[2008.       5.      20.      16.      46.      59.765],24,B0005,497,498,00498.csv,,0.05599607903184257,0.07651440849093617
charge,[2008.       5.      20.      17.      19.       3.375],24,B0005,498,499,00499.csv,,,
impedance,[2008.       5.      20.      20.      18.      35.187],24,B0005,499,500,00500.csv,,0.05841778368115902,0.08029809490533976
discharge,[2008.       5.      20.      20.      50.      39.015],24,B0005,500,501,00501.csv,1.3547039213192407,,
impedance,[2008.       5.      20.      21.      40.      11.843],24,B0005,501,502,00502.csv,,0.052279965818119264,0.07486615123258515
charge,[2008.       5.      20.      22.      12.      15.984],24,B0005,502,503,00503.csv,,,
impedance,[2.008e+03 5.000e+00 2.100e+01 1.000e+00 7.000e+00 3.514e+01],24,B0005,503,504,00504.csv,,0.056411433170262516,0.0819223123309917
discharge,[2.0080e+03 5.0000e+00 2.1000e+01 1.0000e+00 3.9000e+01 3.8968e+01],24,B0005,504,505,00505.csv,1.349314997503458,,
impedance,[2.008e+03 5.000e+00 2.100e+01 2.000e+00 2.900e+01 2.656e+00],24,B0005,505,506,00506.csv,,0.05350804531294866,0.07610419438082021
charge,[2.008e+03 5.000e+00 2.100e+01 3.000e+00 1.000e+00 6.687e+00],24,B0005,506,507,00507.csv,,,
impedance,[2008    5   21    5   52   23],24,B0005,507,508,00508.csv,,0.05568015964086863,0.08177399086572994
discharge,[2008.       5.      21.       6.      24.      27.281],24,B0005,508,509,00509.csv,1.3441891937970554,,
impedance,[2008.      5.     21.      7.     13.     41.25],24,B0005,509,510,00510.csv,,0.053892806183993766,0.07778309560578801
charge,[2008.       5.      21.       7.      45.      45.343],24,B0005,510,511,00511.csv,,,
impedance,[2.008e+03 5.000e+00 2.100e+01 1.000e+01 4.600e+01 1.953e+00],24,B0005,511,512,00512.csv,,0.056210257603528525,0.08328067168438782
discharge,[2008.       5.      21.      11.      18.       6.015],24,B0005,512,513,00513.csv,1.3389913790695755,,
impedance,[2008.       5.      21.      12.       7.      20.984],24,B0005,513,514,00514.csv,,0.05500261254176024,0.0770552542641119
charge,[2008.       5.      21.      12.      39.      25.421],24,B0005,514,515,00515.csv,,,
impedance,[2008.       5.      21.      15.      38.      16.546],24,B0005,515,516,00516.csv,,0.05579452141186236,0.0829501208969064
discharge,[2008.       5.      21.      16.      10.      21.203],24,B0005,516,517,00517.csv,1.3389145230206971,,
impedance,[2008.      5.     21.     16.     59.     36.14],24,B0005,517,518,00518.csv,,0.055477936916064945,0.07700167355105111
charge,[2008.       5.      21.      17.      31.      40.671],24,B0005,518,519,00519.csv,,,
impedance,[2008.       5.      21.      20.      30.       5.343],24,B0005,519,520,00520.csv,,0.057799714665998925,0.08190303229216056
discharge,[2.008e+03 5.000e+00 2.100e+01 2.100e+01 2.000e+00 9.781e+00],24,B0005,520,521,00521.csv,1.3340066759761655,,
impedance,[2008.       5.      21.      21.      51.      16.781],24,B0005,521,522,00522.csv,,0.055131598162180676,0.07705565644815345
charge,[2008.       5.      21.      22.      23.      21.421],24,B0005,522,523,00523.csv,,,
impedance,[2.0080e+03 5.0000e+00 2.2000e+01 1.0000e+00 1.0000e+01 5.4593e+01],24,B0005,523,524,00524.csv,,0.05577529472858128,0.08294674118422612
discharge,[2.0080e+03 5.0000e+00 2.2000e+01 1.0000e+00 4.2000e+01 5.9218e+01],24,B0005,524,525,00525.csv,1.3286444309174914,,
impedance,[2.008e+03 5.000e+00 2.200e+01 2.000e+00 3.200e+01 6.250e+00],24,B0005,525,526,00526.csv,,0.05581143896033036,0.07655193817591452
charge,[2008.       5.      22.       3.       4.      11.015],24,B0005,526,527,00527.csv,,,
impedance,[2008.       5.      22.       6.       0.      35.953],24,B0005,527,528,00528.csv,,0.056559391313402284,0.08237490117893426
discharge,[2008.       5.      22.       6.      32.      40.921],24,B0005,528,529,00529.csv,1.3231708992276219,,
impedance,[2008.       5.      22.       7.      21.      37.921],24,B0005,529,530,00530.csv,,0.05517339070760031,0.07730223904611441
charge,[2008.       5.      22.       7.      53.      42.703],24,B0005,530,531,00531.csv,,,
impedance,[2008.       5.      22.      10.      51.      17.265],24,B0005,531,532,00532.csv,,0.05334424687864744,0.08448562230827522
discharge,[2008.       5.      22.      11.      23.      22.187],24,B0005,532,533,00533.csv,1.3181691588445197,,
impedance,[2008.       5.      22.      12.      12.      19.453],24,B0005,533,534,00534.csv,,0.05620338276580351,0.07843574895859332
charge,[2008.       5.      22.      12.      44.      24.687],24,B0005,534,535,00535.csv,,,
impedance,[2008.       5.      22.      15.      45.      53.515],24,B0005,535,536,00536.csv,,0.056262478978249195,0.0830662312193171
discharge,[2008.      5.     22.     16.     17.     58.89],24,B0005,536,537,00537.csv,1.3184664436640334,,
impedance,[2008.       5.      22.      17.       6.      57.515],24,B0005,537,538,00538.csv,,0.054122848764169285,0.07853439066990606
charge,[2008.       5.      22.      17.      39.       2.953],24,B0005,538,539,00539.csv,,,
impedance,[2008.       5.      22.      20.      27.      44.765],24,B0005,539,540,00540.csv,,0.05339424998746291,0.08335635527903888
discharge,[2008.       5.      22.      20.      59.      50.203],24,B0005,540,541,00541.csv,1.318293040102702,,
impedance,[2008.       5.      22.      21.      48.      39.015],24,B0005,541,542,00542.csv,,0.05545823824882687,0.07866069372174239
charge,[2008.      5.     22.     22.     20.     44.39],24,B0005,542,543,00543.csv,,,
impedance,[2008.       5.      23.      11.      41.      10.187],24,B0005,543,544,00544.csv,,0.05854525235071128,0.08836885185980756
discharge,[2008.       5.      23.      12.      13.      16.359],24,B0005,544,545,00545.csv,1.323872422244268,,
impedance,[2.0080e+03 5.0000e+00 2.3000e+01 1.3000e+01 2.0000e+00 1.5484e+01],24,B0005,545,546,00546.csv,,0.057849417299627566,0.08078773867849699
charge,[2008.       5.      23.      17.      12.      57.796],24,B0005,546,547,00547.csv,,,
discharge,[2008.       5.      23.      20.      14.      29.875],24,B0005,547,548,00548.csv,1.3601216766554785,,
impedance,[2008.       5.      23.      21.       3.      54.921],24,B0005,548,549,00549.csv,,0.05861499608457943,0.0815465143150512
charge,[2.008e+03 5.000e+00 2.300e+01 2.100e+01 3.600e+01 7.500e-01],24,B0005,549,550,00550.csv,,,
impedance,[2008.       5.      24.       0.      37.      15.656],24,B0005,550,551,00551.csv,,0.06142385686894261,0.08496390395839584
discharge,[2.0080e+03 5.0000e+00 2.4000e+01 1.0000e+00 9.0000e+00 2.1562e+01],24,B0005,551,552,00552.csv,1.3395306867947354,,
impedance,[2.0080e+03 5.0000e+00 2.4000e+01 1.0000e+00 5.8000e+01 2.8718e+01],24,B0005,552,553,00553.csv,,0.05514590684509453,0.08131922130895523
charge,[2.0080e+03 5.0000e+00 2.4000e+01 2.0000e+00 3.0000e+01 3.4593e+01],24,B0005,553,554,00554.csv,,,
impedance,[2008.       5.      24.       5.      28.      14.078],24,B0005,554,555,00555.csv,,0.05952338030179974,0.08720833121299235
discharge,[2008.       5.      24.       6.       0.      20.156],24,B0005,555,556,00556.csv,1.3290286565120697,,
impedance,[2008.       5.      24.       6.      49.      19.062],24,B0005,556,557,00557.csv,,0.060395218506932496,0.08118649064632041
charge,[2008.      5.     24.      7.     21.     25.14],24,B0005,557,558,00558.csv,,,
impedance,[2008.       5.      24.      10.      10.      44.312],24,B0005,558,559,00559.csv,,0.05926159085880675,0.08777868669454861
discharge,[2008.       5.      24.      10.      42.      50.484],24,B0005,559,560,00560.csv,1.3236741274998955,,
impedance,[2008.       5.      24.      11.      31.      49.718],24,B0005,560,561,00561.csv,,0.05837332151817875,0.08168688613354813
charge,[2008.       5.      24.      12.       3.      55.937],24,B0005,561,562,00562.csv,,,
impedance,[2008.       5.      24.      14.      59.       4.171],24,B0005,562,563,00563.csv,,0.05952378458944331,0.08843007755224046
discharge,[2008.       5.      24.      15.      31.      10.593],24,B0005,563,564,00564.csv,1.318633896753293,,
impedance,[2.008e+03 5.000e+00 2.400e+01 1.600e+01 2.000e+01 1.515e+00],24,B0005,564,565,00565.csv,,0.058915317530095296,0.08242888973447615
charge,[2008.       5.      24.      16.      52.       7.875],24,B0005,565,566,00566.csv,,,
impedance,[2008.       5.      24.      19.      49.       7.109],24,B0005,566,567,00567.csv,,0.05967664811705819,0.08584374973711092
discharge,[2008.       5.      24.      20.      21.      13.437],24,B0005,567,568,00568.csv,1.3134751321324272,,
impedance,[2008.       5.      24.      21.      10.       4.265],24,B0005,568,569,00569.csv,,0.05679308055986898,0.08277241951062583
charge,[2008.      5.     24.     21.     42.     10.75],24,B0005,569,570,00570.csv,,,
impedance,[2008.      5.     25.      0.     34.     43.14],24,B0005,570,571,00571.csv,,0.05975988463048883,0.08662483639594361
discharge,[2.0080e+03 5.0000e+00 2.5000e+01 1.0000e+00 6.0000e+00 4.9828e+01],24,B0005,571,572,00572.csv,1.3132020634442203,,
impedance,[2.0080e+03 5.0000e+00 2.5000e+01 1.0000e+00 5.5000e+01 3.0531e+01],24,B0005,572,573,00573.csv,,0.061548802456462645,0.08166650115809095
charge,[2.008e+03 5.000e+00 2.500e+01 2.000e+00 2.700e+01 3.725e+01],24,B0005,573,574,00574.csv,,,
impedance,[2008.       5.      25.       5.      25.      11.093],24,B0005,574,575,00575.csv,,0.05950259165745283,0.08636882918668189
discharge,[2008.      5.     25.      5.     57.     17.89],24,B0005,575,576,00576.csv,1.3077959946944353,,
impedance,[2008.       5.      25.       6.      45.      59.203],24,B0005,576,577,00577.csv,,0.05815785715365463,0.08076638409033879
charge,[2008.       5.      25.       7.      18.       6.015],24,B0005,577,578,00578.csv,,,
impedance,[2008.       5.      25.      10.      19.      30.093],24,B0005,578,579,00579.csv,,0.05955598055289399,0.08821831541627395
discharge,[2008.       5.      25.      10.      51.      37.015],24,B0005,579,580,00580.csv,1.3030329186405918,,
impedance,[2008.       5.      25.      11.      40.       9.609],24,B0005,580,581,00581.csv,,0.05998242374388253,0.08040837607181418
charge,[2008.       5.      25.      12.      12.      16.578],24,B0005,581,582,00582.csv,,,
impedance,[2.008e+03 5.000e+00 2.500e+01 1.500e+01 5.000e+00 1.687e+00],24,B0005,582,583,00583.csv,,0.05949136479118529,0.08873029794077426
discharge,[2008.      5.     25.     15.     37.      8.89],24,B0005,583,584,00584.csv,1.3033573559038205,,
impedance,[2008.      5.     25.     16.     25.     42.25],24,B0005,584,585,00585.csv,,0.06032121649663735,0.080340961111739
charge,[2008.       5.      25.      16.      57.      49.359],24,B0005,585,586,00586.csv,,,
impedance,[2008.       5.      25.      19.      50.      54.953],24,B0005,586,587,00587.csv,,0.06052114924707915,0.08753623977970666
discharge,[2008.       5.      25.      20.      23.       4.453],24,B0005,587,588,00588.csv,1.3034100438655642,,
impedance,[2008.       5.      25.      21.      11.      31.515],24,B0005,588,589,00589.csv,,0.05960681398165175,0.08219508357127864
charge,[2008.       5.      25.      21.      43.      40.953],24,B0005,589,590,00590.csv,,,
impedance,[2008.       5.      26.       0.      40.      52.859],24,B0005,590,591,00591.csv,,0.05982677899726283,0.08853801860235527
discharge,[2.008e+03 5.000e+00 2.600e+01 1.000e+00 1.300e+01 2.796e+00],24,B0005,591,592,00592.csv,1.2978870806495706,,
impedance,[2.0080e+03 5.0000e+00 2.6000e+01 2.0000e+00 1.0000e+00 2.9328e+01],24,B0005,592,593,00593.csv,,0.061154671315268125,0.0812995137183745
charge,[2.0080e+03 5.0000e+00 2.6000e+01 2.0000e+00 3.3000e+01 3.9031e+01],24,B0005,593,594,00594.csv,,,
impedance,[2008.       5.      26.       5.      28.      58.109],24,B0005,594,595,00595.csv,,0.057944393691446945,0.08890519876854222
discharge,[2.008e+03 5.000e+00 2.600e+01 6.000e+00 1.000e+00 8.171e+00],24,B0005,595,596,00596.csv,1.2980735056918902,,
impedance,[2008.       5.      26.       6.      49.      35.046],24,B0005,596,597,00597.csv,,0.05499483450370441,0.08325251281361706
charge,[2008.       5.      26.       7.      21.      44.953],24,B0005,597,598,00598.csv,,,
impedance,[2008.       5.      26.      10.      12.      28.125],24,B0005,598,599,00599.csv,,0.06175931225184275,0.0847212726764891
discharge,[2008.       5.      26.      10.      44.      38.468],24,B0005,599,600,00600.csv,1.293463613844243,,
impedance,[2008.       5.      26.      11.      32.      56.968],24,B0005,600,601,00601.csv,,0.058456129317427746,0.08270193673891646
charge,[2008.       5.      26.      12.       5.       7.078],24,B0005,601,602,00602.csv,,,
impedance,[2008.       5.      26.      14.      58.      33.218],24,B0005,602,603,00603.csv,,0.05898908039586478,0.08573621892771217
discharge,[2008.       5.      26.      15.      30.      43.968],24,B0005,603,604,00604.csv,1.288003392619118,,
impedance,[2008.       5.      26.      16.      19.       2.828],24,B0005,604,605,00605.csv,,0.05880084419395591,0.08236983437565949
charge,[2008.       5.      26.      16.      51.      13.375],24,B0005,605,606,00606.csv,,,
impedance,[2008.       5.      26.      19.      48.      54.421],24,B0005,606,607,00607.csv,,0.05763029720163586,0.08742389347930328
discharge,[2008.       5.      26.      20.      21.       4.921],24,B0005,607,608,00608.csv,1.2874525221379407,,
impedance,[2008.      5.     26.     21.      9.     22.89],24,B0005,608,609,00609.csv,,0.05898388938334406,0.08252211755101288
charge,[2008.       5.      26.      21.      41.      33.468],24,B0005,609,610,00610.csv,,,
impedance,[2008.       5.      27.       0.      27.      55.562],24,B0005,610,611,00611.csv,,0.057823749393303175,0.08975687046479841
discharge,[2008.       5.      27.      15.      52.      41.359],24,B0005,611,612,00612.csv,1.3090153642307354,,
charge,[2008.       5.      27.      17.      53.      59.765],24,B0005,612,613,00613.csv,,,
discharge,[2008.       5.      27.      20.      45.      42.125],24,B0005,613,614,00614.csv,1.3250793286429356,,
impedance,[2008.      5.     27.     21.     34.     28.64],24,B0005,614,615,00615.csv,,0.05003573195803179,0.07479234613687553
charge,[2008.       5.      28.      11.       9.      42.046],24,B0005,615,616,00616.csv,,,
charge,[2.0080e+03 4.0000e+00 2.0000e+00 1.3000e+01 8.0000e+00 1.7921e+01],24,B0006,0,617,00617.csv,,,
discharge,[2.0080e+03 4.0000e+00 2.0000e+00 1.5000e+01 2.5000e+01 4.1593e+01],24,B0006,1,618,00618.csv,2.035337591005598,,
charge,[2.0080e+03 4.0000e+00 2.0000e+00 1.6000e+01 3.7000e+01 5.1984e+01],24,B0006,2,619,00619.csv,,,
discharge,[2.0080e+03 4.0000e+00 2.0000e+00 1.9000e+01 4.3000e+01 4.8406e+01],24,B0006,3,620,00620.csv,2.0251402460314116,,
charge,[2.0080e+03 4.0000e+00 2.0000e+00 2.0000e+01 5.5000e+01 4.0812e+01],24,B0006,4,621,00621.csv,,,
discharge,[2.008e+03 4.000e+00 3.000e+00 0.000e+00 1.000e+00 6.687e+00],24,B0006,5,622,00622.csv,2.013326371345464,,
charge,[2.0080e+03 4.0000e+00 3.0000e+00 1.0000e+00 1.2000e+01 3.8671e+01],24,B0006,6,623,00623.csv,,,
discharge,[2008.       4.       3.       4.      16.      37.375],24,B0006,7,624,00624.csv,2.0132846655407413,,
charge,[2008.       4.       3.       5.      27.      49.125],24,B0006,8,625,00625.csv,,,
discharge,[2008.       4.       3.       8.      33.      25.703],24,B0006,9,626,00626.csv,2.000528337624771,,
charge,[2008.       4.       3.       9.      44.      35.078],24,B0006,10,627,00627.csv,,,
discharge,[2008.       4.       3.      12.      55.      10.687],24,B0006,11,628,00628.csv,2.0138990759931645,,
charge,[2008.       4.       3.      14.       6.      43.234],24,B0006,12,629,00629.csv,,,
discharge,[2008.       4.       3.      17.      17.      16.015],24,B0006,13,630,00630.csv,2.013101105626967,,
charge,[2008.       4.       3.      18.      28.      47.125],24,B0006,14,631,00631.csv,,,
discharge,[2008.       4.       3.      21.      28.      14.718],24,B0006,15,632,00632.csv,1.9687898262728398,,
charge,[2008.       4.       3.      22.      38.      27.453],24,B0006,16,633,00633.csv,,,
discharge,[2.0080e+03 4.0000e+00 4.0000e+00 1.0000e+00 3.8000e+01 1.5218e+01],24,B0006,17,634,00634.csv,1.9681661764334244,,
charge,[2.008e+03 4.000e+00 4.000e+00 2.000e+00 4.800e+01 6.156e+00],24,B0006,18,635,00635.csv,,,
discharge,[2008.       4.       4.       5.      48.       8.609],24,B0006,19,636,00636.csv,1.9572307917560536,,
charge,[2.008e+03 4.000e+00 4.000e+00 6.000e+00 5.800e+01 2.960e-01],24,B0006,20,637,00637.csv,,,
discharge,[2008.       4.       4.       9.      57.      19.765],24,B0006,21,638,00638.csv,1.9455991514129352,,
charge,[2008.       4.       4.      11.       6.      50.375],24,B0006,22,639,00639.csv,,,
charge,[2008.       4.       4.      15.       5.      59.906],24,B0006,23,640,00640.csv,,,
discharge,[2008.       4.       4.      17.      56.      27.609],24,B0006,24,641,00641.csv,1.9347505044841131,,
charge,[2008.       4.       4.      19.       5.      19.234],24,B0006,25,642,00642.csv,,,
discharge,[2.0080e+03 4.0000e+00 4.0000e+00 2.2000e+01 1.0000e+00 5.4671e+01],24,B0006,26,643,00643.csv,1.9232799539368028,,
charge,[2008.       4.       4.      23.      10.      25.421],24,B0006,27,644,00644.csv,,,
discharge,[2.0080e+03 4.0000e+00 5.0000e+00 2.0000e+00 2.0000e+01 2.6703e+01],24,B0006,28,645,00645.csv,1.911889930948487,,
charge,[2008.       4.       5.       3.      28.      57.234],24,B0006,29,646,00646.csv,,,
discharge,[2.008e+03 4.000e+00 5.000e+00 6.000e+00 2.500e+01 1.890e+00],24,B0006,30,647,00647.csv,1.9010667141979305,,
charge,[2008.       4.       5.       7.      33.      12.734],24,B0006,31,648,00648.csv,,,
discharge,[2008.       4.       5.      10.      30.      32.312],24,B0006,32,649,00649.csv,1.8891989948061458,,
charge,[2008.      4.      5.     11.     38.     22.14],24,B0006,33,650,00650.csv,,,
discharge,[2008.       4.       5.      14.      34.      41.468],24,B0006,34,651,00651.csv,1.878278372248849,,
charge,[2008.       4.       5.      15.      42.      11.531],24,B0006,35,652,00652.csv,,,
discharge,[2008.       4.       5.      18.      39.      25.218],24,B0006,36,653,00653.csv,1.8675697161520206,,
charge,[2008.       4.       5.      19.      46.      36.125],24,B0006,37,654,00654.csv,,,
discharge,[2008.       4.       5.      22.      46.      35.484],24,B0006,38,655,00655.csv,1.8675892574453767,,
charge,[2008.      4.     18.     17.     34.     22.89],24,B0006,39,656,00656.csv,,,
impedance,[2008.       4.      18.      20.      55.      29.859],24,B0006,40,657,00657.csv,,0.06123359021000344,0.0785415394665875
discharge,[2008.       4.      18.      21.      10.      19.796],24,B0006,41,658,00658.csv,1.979626548250818,,
impedance,[2008.       4.      18.      22.      39.      16.312],24,B0006,42,659,00659.csv,,0.06561684946388616,0.0886832084583472
charge,[2008.       4.      18.      22.      53.      58.343],24,B0006,43,660,00660.csv,,,
impedance,[2.0080e+03 4.0000e+00 1.9000e+01 2.0000e+00 1.4000e+01 2.7015e+01],24,B0006,44,661,00661.csv,,0.06062991544979002,0.07802409378290423
discharge,[2008    4   19    2   29    9],24,B0006,45,662,00662.csv,1.9575499080884022,,
impedance,[2008.       4.      19.       3.      57.      24.187],24,B0006,46,663,00663.csv,,0.0626250732462495,0.08533725531470857
charge,[2008.       4.      19.       4.      12.       6.343],24,B0006,47,664,00664.csv,,,
impedance,[2008.       4.      19.       7.      32.      33.656],24,B0006,48,665,00665.csv,,0.0608598716542857,0.07840240203025303
discharge,[2008.       4.      19.       7.      47.      15.703],24,B0006,49,666,00666.csv,1.9458150170787551,,
impedance,[2008.       4.      19.       9.      15.      10.453],24,B0006,50,667,00667.csv,,0.062249571082343746,0.08440849663820382
charge,[2008.       4.      19.       9.      29.      52.703],24,B0006,51,668,00668.csv,,,
impedance,[2.008e+03 4.000e+00 1.900e+01 1.200e+01 4.700e+01 4.210e-01],24,B0006,52,669,00669.csv,,0.06006450818180178,0.07807093382204865
discharge,[2.0080e+03 4.0000e+00 1.9000e+01 1.3000e+01 1.0000e+00 4.2562e+01],24,B0006,53,670,00670.csv,1.9242461121680094,,
impedance,[2008.       4.      19.      14.      28.      58.984],24,B0006,54,671,00671.csv,,0.062201023860373954,0.08437084638397113
charge,[2008.       4.      19.      14.      43.      41.265],24,B0006,55,672,00672.csv,,,
impedance,[2008.       4.      19.      18.      12.      47.531],24,B0006,56,673,00673.csv,,0.05913130853407464,0.07795570757873038
discharge,[2008.       4.      19.      18.      27.      29.828],24,B0006,57,674,00674.csv,1.9459811331421641,,
impedance,[2008.       4.      19.      19.      55.       5.296],24,B0006,58,675,00675.csv,,0.06207350175489952,0.0838418603746595
charge,[2008.      4.     19.     20.      9.     47.75],24,B0006,59,676,00676.csv,,,
impedance,[2008.       4.      19.      23.      27.      13.343],24,B0006,60,677,00677.csv,,0.06059698754511872,0.07938182566133384
discharge,[2008.       4.      19.      23.      41.      55.687],24,B0006,61,678,00678.csv,1.901407930553079,,
impedance,[2.0080e+03 4.0000e+00 2.0000e+01 1.0000e+00 8.0000e+00 1.1406e+01],24,B0006,62,679,00679.csv,,0.06200595535926761,0.08243346882486241
charge,[2.0080e+03 4.0000e+00 2.0000e+01 1.0000e+00 2.2000e+01 5.3953e+01],24,B0006,63,680,00680.csv,,,
impedance,[2008.       4.      20.       4.      39.      59.296],24,B0006,64,681,00681.csv,,0.0604355089729667,0.07949409294266127
discharge,[2008.       4.      20.       4.      54.      41.734],24,B0006,65,682,00682.csv,1.878674213680085,,
impedance,[2008.       4.      20.       6.      20.      57.125],24,B0006,66,683,00683.csv,,0.06251817310661875,0.08413790663872997
charge,[2008.       4.      20.       6.      35.      39.765],24,B0006,67,684,00684.csv,,,
impedance,[2.0080e+03 4.0000e+00 2.0000e+01 1.0000e+01 1.0000e+00 4.6156e+01],24,B0006,68,685,00685.csv,,0.0598822703747387,0.07871218357298479
discharge,[2008.       4.      20.      10.      16.      28.859],24,B0006,69,686,00686.csv,1.8683061328264219,,
impedance,[2008.       4.      20.      11.      42.      26.062],24,B0006,70,687,00687.csv,,0.060953270532872306,0.08269288603896705
charge,[2008.       4.      20.      11.      57.       8.765],24,B0006,71,688,00688.csv,,,
impedance,[2008.      4.     20.     15.     22.     22.64],24,B0006,72,689,00689.csv,,0.06058721482266893,0.07989533922911993
discharge,[2008.       4.      20.      15.      37.       5.281],24,B0006,73,690,00690.csv,1.8560244070082998,,
impedance,[2.008e+03 4.000e+00 2.000e+01 1.700e+01 3.000e+00 1.140e+00],24,B0006,74,691,00691.csv,,0.06236564071812447,0.08389054593182355
charge,[2008.       4.      20.      17.      17.      44.031],24,B0006,75,692,00692.csv,,,
impedance,[2008.       4.      20.      20.      35.      56.187],24,B0006,76,693,00693.csv,,0.06090836519034555,0.0797490751361702
discharge,[2008.       4.      20.      20.      50.      38.921],24,B0006,77,694,00694.csv,1.8451997961855777,,
impedance,[2008.       4.      20.      22.      16.      35.078],24,B0006,78,695,00695.csv,,0.0623876560738503,0.08427447476572261
charge,[2008.       4.      20.      22.      31.      18.046],24,B0006,79,696,00696.csv,,,
impedance,[2.0080e+03 4.0000e+00 2.1000e+01 2.0000e+00 0.0000e+00 1.9968e+01],24,B0006,80,697,00697.csv,,0.060369152473069135,0.08014506815871338
discharge,[2.008e+03 4.000e+00 2.100e+01 2.000e+00 1.500e+01 2.921e+00],24,B0006,81,698,00698.csv,1.857228890885317,,
impedance,[2008.       4.      21.       3.      26.      58.453],24,B0006,82,699,00699.csv,,0.06209144685667864,0.08164302964777198
charge,[2008.       4.      21.      17.      51.      26.312],24,B0006,83,700,00700.csv,,,
charge,[2008.       4.      22.      14.      15.      41.187],24,B0006,84,701,00701.csv,,,
discharge,[2008.       4.      22.      15.      33.      49.875],24,B0006,85,702,00702.csv,1.9247760889090635,,
impedance,[2008.       4.      22.      16.      33.       3.953],24,B0006,86,703,00703.csv,,0.06356536156604609,0.08150834385680611
charge,[2008.       4.      22.      17.       4.      53.218],24,B0006,87,704,00704.csv,,,
impedance,[2008.       4.      22.      19.      54.      32.265],24,B0006,88,705,00705.csv,,0.06232003183337441,0.08021169162372531
discharge,[2008.       4.      22.      20.      26.      18.921],24,B0006,89,706,00706.csv,1.8822317526092551,,
impedance,[2008.       4.      22.      21.      24.      34.484],24,B0006,90,707,00707.csv,,0.06294168193775251,0.08199172562670037
charge,[2008.       4.      22.      21.      56.      21.406],24,B0006,91,708,00708.csv,,,
impedance,[2008.       4.      23.       0.      46.      24.921],24,B0006,92,709,00709.csv,,0.06189122330035962,0.08120805787615462
discharge,[2.0080e+03 4.0000e+00 2.3000e+01 1.0000e+00 1.8000e+01 1.1796e+01],24,B0006,93,710,00710.csv,1.855276687885587,,
impedance,[2.008e+03 4.000e+00 2.300e+01 2.000e+00 1.600e+01 8.578e+00],24,B0006,94,711,00711.csv,,0.0628654066217946,0.08144682676052387
charge,[2.0080e+03 4.0000e+00 2.3000e+01 2.0000e+00 4.7000e+01 5.5453e+01],24,B0006,95,712,00712.csv,,,
impedance,[2008.      4.     23.      5.     46.     32.89],24,B0006,96,713,00713.csv,,0.06171642129064926,0.08150165216580176
discharge,[2008.       4.      23.       6.      18.      19.921],24,B0006,97,714,00714.csv,1.8392508917181876,,
impedance,[2008.       4.      23.       7.      16.       7.671],24,B0006,98,715,00715.csv,,0.06291524637705144,0.08277116642147596
charge,[2008.       4.      23.       7.      47.      54.718],24,B0006,99,716,00716.csv,,,
impedance,[2008.       4.      23.      10.      36.      13.156],24,B0006,100,717,00717.csv,,0.06199878481176484,0.08138761044036787
discharge,[2.008e+03 4.000e+00 2.300e+01 1.100e+01 8.000e+00 3.120e-01],24,B0006,101,718,00718.csv,1.8185396073994429,,
impedance,[2008.       4.      23.      12.       5.      30.437],24,B0006,102,719,00719.csv,,0.06307762333013402,0.08287146905081498
charge,[2008.       4.      23.      12.      37.      17.515],24,B0006,103,720,00720.csv,,,
impedance,[2008.       4.      23.      15.      34.      37.843],24,B0006,104,721,00721.csv,,0.06250406054880163,0.08169124692338582
discharge,[2008.       4.      23.      16.       6.      25.171],24,B0006,105,722,00722.csv,1.8134770059567056,,
impedance,[2008.       4.      23.      17.       3.      55.484],24,B0006,106,723,00723.csv,,0.0627995855607608,0.0818468337271938
charge,[2008.       4.      23.      17.      35.      42.828],24,B0006,107,724,00724.csv,,,
